age,gender,education_level,employment_status,monthly_income_usd,monthly_expenses_usd,savings_usd,has_loan,loan_amount_usd,monthly_emi_usd,debt_to_income_ratio,credit_score,savings_to_income_ratio,expense_ratio,financial_health_status
58,Male,Bachelor,Student,5772.05,2871.38,285982.62,No,0.0,0.0,0.0,361,4.13,0.4974627731915004,Poor
30,Female,Bachelor,Employed,4588.41,2552.63,320409.75,Yes,258641.68,4990.99,1.09,638,5.82,0.5563212528958834,Average
56,Female,Bachelor,Unemployed,5794.97,1754.56,422998.05,No,0.0,0.0,0.0,674,6.08,0.3027729220341089,Average
24,Female,Bachelor,Employed,1145.95,842.92,53276.06,No,0.0,0.0,0.0,842,3.87,0.7355643788996029,Average
31,Male,Master,Self-employed,4249.18,3779.93,162478.31,Yes,423325.19,38834.63,9.14,364,3.19,0.8895669282073246,Poor
54,Female,High School,Employed,4790.29,1557.47,164533.53,Yes,44402.4,1057.96,0.22,474,2.86,0.3251306288345799,Poor
19,Male,PhD,Unemployed,2208.11,1778.8,263127.75,Yes,61893.73,590.83,0.27,373,9.93,0.8055758091761732,Poor
63,Female,Master,Employed,4542.07,1958.85,475595.48,Yes,86131.2,1732.58,0.38,509,8.73,0.4312681222438227,Poor
42,Female,Master,Employed,4624.97,1882.25,504374.0,No,0.0,0.0,0.0,470,9.09,0.4069756128147858,Poor
21,Male,Bachelor,Employed,500.0,356.91,29054.2,Yes,338024.71,10194.79,20.39,518,4.84,0.71382,Poor
32,Male,PhD,Self-employed,4200.33,2121.36,169423.55,No,0.0,0.0,0.0,329,3.36,0.5050460320974781,Poor
38,Female,Bachelor,Employed,3143.79,1502.98,376162.32,No,0.0,0.0,0.0,724,9.97,0.4780790065494196,Average
33,Female,Other,Self-employed,3592.23,2188.58,203230.37,No,0.0,0.0,0.0,413,4.71,0.6092538618072896,Poor
61,Male,Other,Employed,5431.83,2414.7,515249.96,No,0.0,0.0,0.0,605,7.9,0.4445463131209923,Average
38,Male,PhD,Self-employed,4709.38,2119.6,181640.76,No,0.0,0.0,0.0,353,3.21,0.4500804776849606,Poor
69,Male,Other,Employed,3683.95,3059.68,179859.82,No,0.0,0.0,0.0,841,4.07,0.830543302704977,Poor
53,Male,Bachelor,Employed,5301.38,1608.37,90766.92,Yes,467847.21,7698.56,1.45,754,1.43,0.3033870426190916,Average
20,Male,Bachelor,Employed,4143.19,3107.65,268160.16,Yes,279496.11,13339.01,3.22,639,5.39,0.7500621501789685,Average
46,Male,PhD,Unemployed,500.0,350.08,56715.73,No,0.0,0.0,0.0,733,9.45,0.70016,Average
19,Female,Master,Unemployed,3313.89,1044.73,391050.21,No,0.0,0.0,0.0,418,9.83,0.315257899326773,Poor
20,Female,Bachelor,Employed,3991.44,3199.35,390596.37,Yes,314899.74,2861.5,0.72,557,8.15,0.8015528230413084,Poor
18,Female,Bachelor,Employed,4443.28,1568.39,517663.2,Yes,463280.53,6459.32,1.45,673,9.71,0.352980230820475,Average
41,Female,High School,Student,2389.74,2007.33,84095.21,Yes,34063.78,260.23,0.11,308,2.93,0.8399784076928871,Poor
31,Male,Master,Employed,3480.37,1543.23,253399.49,No,0.0,0.0,0.0,417,6.07,0.4434097524113816,Poor
45,Male,Bachelor,Employed,6066.77,4936.87,277825.12,No,0.0,0.0,0.0,707,3.82,0.8137559195420297,Poor
69,Male,High School,Employed,524.41,208.81,21634.93,No,0.0,0.0,0.0,679,3.44,0.3981808127228695,Average
35,Male,Master,Employed,500.0,241.38,46927.33,No,0.0,0.0,0.0,401,7.82,0.4827599999999999,Poor
38,Male,Master,Unemployed,500.0,326.58,15914.85,No,0.0,0.0,0.0,698,2.65,0.65316,Average
21,Male,High School,Employed,1108.78,840.36,33124.62,No,0.0,0.0,0.0,630,2.49,0.7579141037897509,Average
64,Other,Master,Self-employed,4080.86,3325.54,427085.41,Yes,269419.44,4350.42,1.07,674,8.72,0.8149115627588303,Poor
25,Other,Bachelor,Unemployed,3267.52,2892.38,278116.9,Yes,290513.69,9242.68,2.83,828,7.09,0.8851912153559887,Poor
42,Female,High School,Unemployed,3581.43,1230.46,107850.95,Yes,49459.82,4226.2,1.18,692,2.51,0.3435666758808632,Average
59,Female,Bachelor,Student,4313.51,1474.29,302255.63,Yes,235320.77,9223.66,2.14,838,5.84,0.3417843009521248,Average
20,Male,Master,Employed,5697.33,1909.1,290165.64,No,0.0,0.0,0.0,341,4.24,0.3350867862665494,Poor
46,Male,Bachelor,Employed,2763.21,839.66,52771.1,No,0.0,0.0,0.0,359,1.59,0.3038712222379044,Poor
67,Female,Master,Unemployed,4413.77,3425.41,116553.54,No,0.0,0.0,0.0,618,2.2,0.776073515384807,Average
18,Male,Bachelor,Employed,1785.08,557.5,168246.98,Yes,80018.89,7385.35,4.14,702,7.85,0.312310932843346,Average
26,Female,High School,Employed,4760.6,3436.28,530816.78,No,0.0,0.0,0.0,608,9.29,0.7218165777423013,Average
66,Female,Master,Employed,2783.13,1874.36,110686.92,No,0.0,0.0,0.0,436,3.31,0.6734719542385731,Poor
19,Female,PhD,Employed,4813.08,2447.96,241454.56,No,0.0,0.0,0.0,377,4.18,0.5086057160903206,Poor
19,Female,Bachelor,Employed,4335.41,3486.46,136243.15,No,0.0,0.0,0.0,822,2.62,0.8041823034038303,Poor
52,Other,Master,Self-employed,7718.32,6824.88,690534.28,No,0.0,0.0,0.0,494,7.46,0.8842442396791012,Poor
69,Female,High School,Self-employed,4490.82,1921.81,53682.2,No,0.0,0.0,0.0,676,1.0,0.4279418903451931,Average
49,Male,Bachelor,Employed,6110.73,5255.63,262923.22,Yes,492104.14,14891.56,2.44,793,3.59,0.860065818650145,Poor
27,Female,High School,Self-employed,1857.96,679.77,145153.6,No,0.0,0.0,0.0,414,6.51,0.3658690176322418,Poor
19,Male,Master,Employed,3715.43,2003.71,373130.74,Yes,232216.29,8218.02,2.21,321,8.37,0.5392942405051367,Poor
66,Male,High School,Self-employed,7706.99,4693.5,152561.83,No,0.0,0.0,0.0,740,1.65,0.6089926157942336,Average
26,Female,Other,Employed,6981.1,4728.51,540977.33,No,0.0,0.0,0.0,311,6.46,0.6773302201658764,Poor
60,Female,High School,Self-employed,4976.8,3256.13,391423.57,Yes,453317.12,19538.3,3.93,805,6.55,0.6542617746343031,Average
31,Female,Bachelor,Student,1717.09,887.06,182127.66,Yes,478427.34,41500.49,24.17,440,8.84,0.5166065843956927,Poor
31,Male,Master,Self-employed,4221.89,3329.84,415987.31,No,0.0,0.0,0.0,630,8.21,0.7887083746852712,Average
28,Male,Master,Employed,500.0,395.82,33413.18,No,0.0,0.0,0.0,373,5.57,0.79164,Poor
19,Female,Master,Self-employed,2545.07,969.78,98258.72,Yes,231344.1,4859.72,1.91,532,3.22,0.3810425646445873,Poor
40,Female,High School,Employed,6435.1,1982.89,427233.39,Yes,27965.76,569.77,0.09,569,5.53,0.3081366256934624,Poor
47,Male,PhD,Self-employed,4152.55,3455.9,164450.43,Yes,106721.4,828.69,0.2,560,3.3,0.8322356142611167,Poor
43,Male,Other,Employed,2941.33,1489.46,104952.08,No,0.0,0.0,0.0,596,2.97,0.5063899664437517,Poor
55,Other,High School,Employed,6462.61,2203.26,67868.49,No,0.0,0.0,0.0,432,0.88,0.3409241776929136,Poor
50,Female,Master,Student,4208.09,1538.91,391999.28,No,0.0,0.0,0.0,458,7.76,0.3657027297419969,Poor
19,Male,Bachelor,Employed,4642.67,1817.8,353271.41,Yes,216482.67,3231.46,0.7,501,6.34,0.3915419359980356,Poor
37,Female,Other,Employed,4652.76,3442.88,521710.35,Yes,122288.53,11492.06,2.47,689,9.34,0.7399650959860384,Average
21,Female,Bachelor,Employed,4235.69,3279.84,106358.67,No,0.0,0.0,0.0,485,2.09,0.774334287920032,Poor
23,Female,High School,Unemployed,1920.06,1048.71,212224.17,No,0.0,0.0,0.0,365,9.21,0.5461860566857286,Poor
48,Male,Bachelor,Unemployed,4378.2,2675.15,263433.35,Yes,184362.36,9978.06,2.28,452,5.01,0.6110159426248231,Poor
19,Female,High School,Unemployed,3190.23,1018.9,54501.5,No,0.0,0.0,0.0,644,1.42,0.3193813612184701,Average
18,Female,Master,Self-employed,3104.12,1257.67,316962.07,Yes,214150.86,4910.81,1.58,779,8.51,0.4051615272605441,Average
51,Male,Other,Unemployed,5240.21,2430.27,285876.1,Yes,280114.46,26916.37,5.14,847,4.55,0.4637733983943392,Average
38,Female,Other,Self-employed,5445.97,4744.15,484101.96,No,0.0,0.0,0.0,734,7.41,0.8711303955034639,Poor
47,Male,Bachelor,Employed,5788.48,2188.61,575432.47,Yes,247737.2,23773.79,4.11,718,8.28,0.3780975316490685,Average
55,Female,High School,Employed,4344.29,1566.33,506717.76,Yes,56050.83,447.93,0.1,437,9.72,0.3605491346111792,Poor
64,Female,Master,Self-employed,5039.17,4289.64,72261.51,No,0.0,0.0,0.0,685,1.19,0.8512592351518207,Poor
36,Male,Master,Self-employed,6473.23,5272.07,623176.26,No,0.0,0.0,0.0,787,8.02,0.8144419401133591,Poor
56,Female,Bachelor,Employed,4681.12,3567.25,545717.99,No,0.0,0.0,0.0,786,9.71,0.7620505349147213,Average
44,Female,Bachelor,Employed,5723.71,2328.85,70371.47,Yes,237737.17,2470.1,0.43,637,1.02,0.4068777069418262,Average
52,Female,Bachelor,Employed,1642.55,582.08,183450.27,No,0.0,0.0,0.0,397,9.31,0.3543758180877295,Poor
57,Male,High School,Self-employed,2852.75,2251.44,211691.34,Yes,277454.49,8502.04,2.98,699,6.18,0.789217421785996,Average
55,Female,Other,Unemployed,5063.03,2605.16,237803.85,No,0.0,0.0,0.0,785,3.91,0.5145456376912639,Good
19,Female,Bachelor,Employed,4675.31,2287.74,202907.21,Yes,31647.3,219.13,0.05,545,3.62,0.4893237025993997,Poor
58,Female,Master,Employed,4833.11,3405.17,9715.56,No,0.0,0.0,0.0,373,0.17,0.7045504861259108,Poor
46,Female,High School,Employed,3355.88,2960.2,242154.16,Yes,481270.3,6270.84,1.87,400,6.01,0.8820935194345446,Poor
31,Female,Master,Employed,4942.16,3329.96,348518.1,Yes,44445.29,217.06,0.04,812,5.88,0.6737863606196481,Average
44,Male,High School,Self-employed,1860.43,960.08,107711.64,No,0.0,0.0,0.0,570,4.82,0.5160527404954769,Poor
37,Male,Bachelor,Employed,5316.59,3304.13,532332.59,Yes,330754.82,3097.48,0.58,453,8.34,0.6214754193947625,Poor
56,Female,High School,Self-employed,2238.0,1019.44,206641.72,Yes,173903.39,1325.91,0.59,682,7.69,0.4555138516532618,Average
59,Male,Master,Self-employed,500.0,295.14,27437.7,No,0.0,0.0,0.0,701,4.57,0.59028,Average
63,Male,Bachelor,Student,3883.16,2212.78,244808.89,No,0.0,0.0,0.0,640,5.25,0.5698400271943469,Average
25,Female,Bachelor,Employed,500.0,385.84,14537.61,No,0.0,0.0,0.0,377,2.42,0.7716799999999999,Poor
30,Male,Master,Employed,5079.11,2955.05,422968.35,Yes,146897.68,2356.17,0.46,812,6.94,0.5818046862540879,Average
58,Male,Bachelor,Employed,7362.19,4314.23,876340.52,No,0.0,0.0,0.0,772,9.92,0.5859981880391568,Good
18,Male,PhD,Employed,4869.94,2606.47,310281.36,Yes,252526.68,14110.38,2.9,447,5.31,0.5352160396226647,Poor
48,Other,Master,Employed,3741.79,2711.51,204051.24,Yes,171249.77,2458.15,0.66,580,4.54,0.7246558465333437,Poor
43,Other,PhD,Self-employed,4121.73,3389.25,147311.6,No,0.0,0.0,0.0,486,2.98,0.822288213929588,Poor
36,Male,Bachelor,Employed,5755.57,1835.92,640735.72,No,0.0,0.0,0.0,518,9.28,0.3189814388496709,Poor
46,Male,Master,Employed,3194.66,979.94,90060.07,Yes,323744.44,8284.51,2.59,365,2.35,0.3067431275941728,Poor
33,Female,High School,Self-employed,2985.94,1739.84,86646.89,No,0.0,0.0,0.0,551,2.42,0.5826774817980267,Poor
69,Male,Bachelor,Employed,5218.38,3501.47,49675.11,No,0.0,0.0,0.0,810,0.79,0.670987931120386,Average
36,Female,Bachelor,Unemployed,500.0,238.68,46626.7,No,0.0,0.0,0.0,466,7.77,0.47736,Poor
47,Female,Bachelor,Employed,3538.56,2423.22,121185.28,Yes,326144.71,16112.8,4.55,658,2.85,0.6848039880629408,Average
31,Male,Bachelor,Employed,5657.23,3724.04,472628.2,No,0.0,0.0,0.0,558,6.96,0.6582797588218969,Poor
44,Male,Master,Self-employed,4217.22,2701.22,467226.7,No,0.0,0.0,0.0,476,9.23,0.6405214809756189,Poor
46,Female,Bachelor,Employed,1646.9,1434.33,13547.01,No,0.0,0.0,0.0,698,0.69,0.870927196551096,Poor
59,Female,Other,Employed,500.0,221.6,27171.11,No,0.0,0.0,0.0,739,4.53,0.4432,Average
29,Male,Bachelor,Self-employed,4997.84,3220.25,150563.52,No,0.0,0.0,0.0,828,2.51,0.6443283498471339,Average
18,Female,PhD,Self-employed,3670.15,1496.35,429588.89,Yes,443065.29,18245.48,4.97,442,9.75,0.4077081318202253,Poor
26,Male,Bachelor,Self-employed,4223.45,1541.19,414723.69,No,0.0,0.0,0.0,665,8.18,0.3649125714759261,Average
33,Male,PhD,Employed,3612.96,1215.35,183746.9,No,0.0,0.0,0.0,699,4.24,0.3363862317877861,Average
59,Female,Master,Self-employed,5358.17,3366.59,426195.81,No,0.0,0.0,0.0,621,6.63,0.6283096654268155,Average
68,Female,Master,Self-employed,1792.61,1191.57,208714.13,No,0.0,0.0,0.0,696,9.7,0.664712346801591,Average
31,Male,Bachelor,Employed,5572.96,2310.91,285119.17,No,0.0,0.0,0.0,454,4.26,0.4146647383078292,Poor
60,Female,Bachelor,Employed,2473.64,1100.61,249387.98,Yes,371241.39,5264.67,2.13,842,8.4,0.4449353988454261,Average
43,Male,Master,Self-employed,5836.36,3335.83,353728.62,No,0.0,0.0,0.0,400,5.05,0.5715600134330302,Poor
28,Male,High School,Employed,3928.27,2405.86,453539.0,Yes,243508.26,3077.72,0.78,617,9.62,0.6124477187158724,Average
20,Female,Master,Student,6847.27,4485.06,562406.61,No,0.0,0.0,0.0,369,6.84,0.6550143341798994,Poor
32,Male,Bachelor,Self-employed,2878.89,2120.52,52615.92,Yes,329639.0,28227.12,9.8,660,1.52,0.7365755551618853,Average
47,Male,High School,Self-employed,7388.35,4181.98,539512.6,Yes,230506.17,20577.37,2.79,685,6.09,0.566023537054958,Average
44,Male,Master,Employed,5562.86,2331.53,8967.62,No,0.0,0.0,0.0,503,0.13,0.4191243353239162,Poor
38,Male,Master,Employed,3149.61,982.22,162087.69,Yes,122612.14,11070.82,3.51,524,4.29,0.3118544835709818,Poor
33,Male,Master,Employed,2877.76,2379.2,272229.54,No,0.0,0.0,0.0,639,7.88,0.8267541421105303,Poor
37,Female,Bachelor,Employed,903.26,442.11,93115.7,No,0.0,0.0,0.0,835,8.59,0.4894603989991807,Good
54,Male,Bachelor,Student,3557.47,3027.21,390861.94,No,0.0,0.0,0.0,599,9.16,0.8509446319997077,Poor
55,Female,Master,Employed,1308.55,1003.47,120955.22,Yes,94381.47,2242.36,1.71,450,7.7,0.7668564441557449,Poor
63,Male,Bachelor,Employed,2902.29,1985.87,320482.78,No,0.0,0.0,0.0,573,9.2,0.684242443036361,Poor
28,Male,Bachelor,Self-employed,3027.01,2000.54,282447.53,No,0.0,0.0,0.0,643,7.78,0.6608963961136567,Average
38,Male,Bachelor,Employed,2997.65,2154.85,144533.37,Yes,59266.41,581.88,0.19,326,4.02,0.7188464297032675,Poor
30,Male,PhD,Employed,9444.62,4576.7,560307.52,Yes,248596.78,11725.55,1.24,512,4.94,0.4845827571675726,Poor
50,Male,PhD,Employed,4959.13,4178.41,154009.31,No,0.0,0.0,0.0,504,2.59,0.8425691603164264,Poor
49,Female,Bachelor,Employed,5571.35,3872.67,83419.27,Yes,221740.03,3614.19,0.65,323,1.25,0.6951044181392302,Poor
26,Male,Bachelor,Employed,7304.24,3518.75,685003.53,Yes,440048.53,10274.0,1.41,724,7.82,0.4817407423633397,Average
60,Female,Bachelor,Self-employed,3678.49,1877.9,340431.16,No,0.0,0.0,0.0,657,7.71,0.5105083879526654,Average
62,Male,Bachelor,Self-employed,4764.26,3973.8,521885.94,No,0.0,0.0,0.0,763,9.13,0.8340854613308257,Poor
35,Female,Master,Employed,2018.6,1556.66,22813.93,No,0.0,0.0,0.0,568,0.94,0.7711582284751809,Poor
20,Male,Bachelor,Student,4084.19,1347.69,144955.51,No,0.0,0.0,0.0,362,2.96,0.3299773027209802,Poor
64,Other,High School,Employed,2202.5,1387.76,172928.63,No,0.0,0.0,0.0,607,6.54,0.6300839954597048,Average
30,Female,Master,Self-employed,1766.36,1075.73,211362.05,No,0.0,0.0,0.0,718,9.97,0.6090094884395028,Average
50,Female,Master,Unemployed,2337.38,1714.03,240187.94,Yes,7771.22,274.94,0.12,566,8.56,0.7333125123000966,Poor
65,Male,Master,Self-employed,1280.46,667.76,15488.82,No,0.0,0.0,0.0,709,1.01,0.5215000859066273,Average
33,Male,Master,Self-employed,1674.56,625.69,104273.9,No,0.0,0.0,0.0,472,5.19,0.3736444200267533,Poor
56,Male,Bachelor,Student,6092.23,3893.12,452510.42,No,0.0,0.0,0.0,758,6.19,0.6390303714731715,Average
55,Female,High School,Employed,7776.22,4672.29,258485.06,Yes,80028.57,3479.15,0.45,843,2.77,0.6008433403375933,Average
31,Male,Bachelor,Employed,3330.34,2678.88,347923.32,Yes,454469.65,42034.35,12.62,473,8.71,0.8043863389323612,Poor
38,Other,Bachelor,Employed,3355.96,2939.1,77793.52,Yes,233524.91,3261.2,0.97,808,1.93,0.8757851702642463,Poor
58,Male,Bachelor,Employed,6273.53,4943.86,154756.78,Yes,220580.69,5320.67,0.85,469,2.06,0.7880507465493908,Poor
24,Female,Master,Employed,5698.25,3435.62,337232.81,Yes,97518.83,9365.41,1.64,437,4.93,0.6029254595709209,Poor
30,Female,High School,Employed,3648.48,1375.2,101386.22,No,0.0,0.0,0.0,735,2.32,0.3769240889356663,Average
24,Female,Bachelor,Student,5559.42,3157.75,446438.4,No,0.0,0.0,0.0,495,6.69,0.5679998992700678,Poor
30,Male,Bachelor,Employed,4264.83,2850.65,258280.13,Yes,159597.64,1645.33,0.39,803,5.05,0.6684088228604658,Average
66,Other,Bachelor,Unemployed,2912.52,1665.6,80506.96,No,0.0,0.0,0.0,479,2.3,0.5718759012813646,Poor
41,Female,Bachelor,Self-employed,2316.56,1278.68,108546.9,No,0.0,0.0,0.0,303,3.9,0.5519736160513866,Poor
60,Male,High School,Employed,5953.33,3858.18,587937.18,No,0.0,0.0,0.0,775,8.23,0.6480709115738587,Average
55,Male,PhD,Self-employed,6460.97,4117.8,592258.18,No,0.0,0.0,0.0,532,7.64,0.637334641702407,Poor
68,Male,Bachelor,Employed,1323.34,856.08,11254.63,No,0.0,0.0,0.0,544,0.71,0.6469085798056433,Poor
43,Female,Master,Self-employed,4312.7,2989.4,135326.01,No,0.0,0.0,0.0,618,2.61,0.6931620562524637,Average
61,Female,Bachelor,Employed,4511.0,1805.67,140942.03,No,0.0,0.0,0.0,827,2.6,0.4002815340279317,Good
68,Female,Bachelor,Student,3025.36,1569.87,356899.12,No,0.0,0.0,0.0,387,9.83,0.5189035354470212,Poor
65,Male,Master,Employed,500.0,286.94,6985.46,Yes,35180.04,3062.7,6.13,652,1.16,0.57388,Average
37,Female,Master,Employed,6914.88,3456.9,583730.22,No,0.0,0.0,0.0,329,7.03,0.4999219075385256,Poor
48,Female,Master,Student,5372.58,2742.33,281918.26,No,0.0,0.0,0.0,420,4.37,0.5104307427716293,Poor
43,Female,Bachelor,Employed,5315.79,3913.3,13879.46,Yes,377514.45,2741.63,0.52,743,0.22,0.7361652736470027,Average
30,Male,Other,Employed,3890.47,1817.99,153399.18,Yes,409057.87,14579.96,3.75,790,3.29,0.4672931548116295,Average
51,Male,Master,Employed,2193.59,962.33,257836.41,No,0.0,0.0,0.0,698,9.8,0.4387009422909477,Average
30,Male,Bachelor,Employed,562.18,444.76,49149.98,No,0.0,0.0,0.0,343,7.29,0.7911345120779822,Poor
22,Male,Other,Employed,3731.91,1156.31,40993.62,Yes,355844.46,6482.98,1.74,615,0.92,0.3098440208901072,Average
66,Female,High School,Self-employed,500.0,256.96,56469.22,Yes,422953.85,15499.53,31.0,304,9.41,0.5139199999999999,Poor
29,Female,High School,Unemployed,3962.64,3084.51,33585.6,No,0.0,0.0,0.0,678,0.71,0.7783977348434378,Average
59,Male,Bachelor,Employed,8382.73,2648.77,726442.96,Yes,300218.6,7557.47,0.9,684,7.22,0.3159794005055632,Average
67,Female,Master,Self-employed,2683.78,992.58,148895.07,No,0.0,0.0,0.0,810,4.62,0.36984402596338,Good
52,Female,Master,Employed,1965.02,767.74,215897.0,No,0.0,0.0,0.0,646,9.16,0.3907034025098981,Average
20,Female,Bachelor,Employed,500.0,233.8,40680.92,No,0.0,0.0,0.0,403,6.78,0.4676,Poor
38,Female,Master,Employed,3692.55,2114.73,90877.89,Yes,270924.86,25605.44,6.93,693,2.05,0.5727017914449364,Average
33,Male,Master,Employed,3325.36,2339.99,146872.28,No,0.0,0.0,0.0,742,3.68,0.7036802030456852,Average
29,Male,Bachelor,Unemployed,2002.64,1449.2,137992.31,Yes,40869.8,781.79,0.39,655,5.74,0.7236447888786801,Average
39,Other,High School,Employed,2683.77,1282.3,47018.03,No,0.0,0.0,0.0,738,1.46,0.4777980229304299,Average
39,Male,Master,Employed,3511.81,1410.67,4627.98,No,0.0,0.0,0.0,419,0.11,0.4016931439912752,Poor
55,Female,Master,Employed,1716.07,776.69,183887.45,No,0.0,0.0,0.0,427,8.93,0.4525980874906036,Poor
22,Female,High School,Employed,3444.12,1988.91,393588.13,Yes,369746.79,17780.57,5.16,405,9.52,0.5774798787498694,Poor
60,Female,Bachelor,Self-employed,3998.12,3060.55,153894.13,No,0.0,0.0,0.0,373,3.21,0.76549728372335,Poor
68,Male,PhD,Employed,3128.39,1601.79,160969.47,No,0.0,0.0,0.0,827,4.29,0.5120173635640057,Good
18,Male,Bachelor,Self-employed,3537.25,2743.2,124037.84,Yes,226432.79,5228.24,1.48,796,2.92,0.7755177044314085,Average
20,Male,Master,Employed,3954.64,1632.09,443922.63,No,0.0,0.0,0.0,726,9.35,0.4127025468816377,Average
57,Male,High School,Employed,3367.77,2605.62,122237.42,No,0.0,0.0,0.0,524,3.02,0.7736929778458742,Poor
66,Female,Master,Employed,4083.81,3138.89,197718.93,Yes,90142.32,1916.28,0.47,418,4.03,0.7686180307115169,Poor
21,Female,High School,Student,6281.93,5230.01,201183.25,No,0.0,0.0,0.0,667,2.67,0.8325482773606201,Poor
58,Female,Bachelor,Employed,4903.32,2325.67,360355.13,Yes,55722.45,430.01,0.09,642,6.12,0.474305164663942,Average
64,Male,High School,Employed,6808.48,4377.24,693068.15,No,0.0,0.0,0.0,599,8.48,0.6429100180950814,Poor
51,Female,High School,Self-employed,1676.35,991.79,121471.7,No,0.0,0.0,0.0,750,6.04,0.5916365914039431,Good
36,Female,PhD,Employed,2006.52,1669.45,154467.38,No,0.0,0.0,0.0,843,6.42,0.8320126387975201,Poor
32,Male,Master,Employed,5602.95,3588.38,122411.11,Yes,404817.36,10240.1,1.83,375,1.82,0.6404447657037811,Poor
19,Male,Bachelor,Self-employed,1416.12,616.96,44513.64,Yes,414900.59,6918.39,4.89,623,2.62,0.4356692935626924,Average
48,Female,Bachelor,Employed,2275.81,1588.35,137201.38,No,0.0,0.0,0.0,705,5.02,0.6979273313677328,Average
38,Female,Master,Unemployed,3417.96,1862.13,135589.25,No,0.0,0.0,0.0,423,3.31,0.5448074289927325,Poor
65,Male,Bachelor,Unemployed,4454.58,2241.27,109595.03,No,0.0,0.0,0.0,803,2.05,0.5031383430087685,Good
26,Male,Bachelor,Employed,3445.53,1662.06,135408.11,No,0.0,0.0,0.0,614,3.27,0.4823815204046982,Average
33,Male,High School,Unemployed,3726.78,1545.08,183691.85,No,0.0,0.0,0.0,375,4.11,0.41458846510929,Poor
23,Male,PhD,Employed,2766.29,2007.63,254159.57,No,0.0,0.0,0.0,848,7.66,0.7257482042735939,Average
68,Male,Other,Employed,5693.44,1908.01,278215.79,No,0.0,0.0,0.0,461,4.07,0.3351242833857913,Poor
62,Male,Master,Unemployed,4785.91,2132.06,303243.65,Yes,252583.01,9757.68,2.04,539,5.28,0.445486856209164,Poor
30,Female,High School,Self-employed,5119.56,4581.19,326459.94,Yes,301249.54,16241.85,3.17,356,5.31,0.8948405722366765,Poor
32,Male,High School,Employed,6689.92,4871.77,534577.06,Yes,286581.63,13269.31,1.98,742,6.66,0.7282254496316848,Average
58,Male,Master,Self-employed,2773.25,1404.9,262644.98,No,0.0,0.0,0.0,384,7.89,0.5065897412782836,Poor
58,Female,Bachelor,Employed,500.0,428.95,44786.66,Yes,148775.44,4989.93,9.98,714,7.46,0.8579,Poor
33,Male,Master,Employed,4621.63,2313.81,351675.65,Yes,436526.35,2145.76,0.46,599,6.34,0.5006480397608636,Poor
41,Female,Bachelor,Self-employed,3132.9,1116.62,108753.55,No,0.0,0.0,0.0,337,2.89,0.3564173768712694,Poor
43,Female,High School,Self-employed,500.0,420.4,13924.25,Yes,267655.53,3897.55,7.8,667,2.32,0.8408,Poor
69,Male,Master,Employed,2260.78,972.36,234990.58,No,0.0,0.0,0.0,792,8.66,0.4300993462433319,Good
41,Male,Master,Employed,3351.16,2299.96,310576.64,Yes,3378.3,145.68,0.04,731,7.72,0.6863175736163001,Average
41,Male,PhD,Employed,3017.55,1148.03,72834.56,No,0.0,0.0,0.0,306,2.01,0.3804510281519775,Poor
45,Female,Bachelor,Unemployed,5349.01,3868.27,48911.28,No,0.0,0.0,0.0,511,0.76,0.7231749426529395,Poor
19,Female,Bachelor,Employed,1127.1,364.28,44042.61,No,0.0,0.0,0.0,683,3.26,0.323201135657883,Average
46,Female,High School,Self-employed,2803.06,1138.77,316136.48,Yes,35897.75,1904.23,0.68,639,9.4,0.4062595877362596,Average
64,Male,PhD,Self-employed,2497.95,1859.6,234015.57,No,0.0,0.0,0.0,346,7.81,0.7444504493684821,Poor
24,Male,Master,Employed,5790.92,3541.17,300922.56,No,0.0,0.0,0.0,346,4.33,0.6115038715782639,Poor
34,Male,High School,Employed,4531.41,3855.58,122769.66,No,0.0,0.0,0.0,821,2.26,0.8508565766505348,Poor
42,Male,High School,Employed,3201.23,1876.71,359262.49,Yes,1955.94,15.71,0.0,757,9.35,0.5862465364875377,Good
63,Female,High School,Employed,2759.93,1206.01,42680.4,Yes,3300.36,52.04,0.02,413,1.29,0.436971227531133,Poor
68,Male,Bachelor,Employed,4787.18,1663.16,340644.64,Yes,378074.96,20121.57,4.2,623,5.93,0.3474195664253276,Average
36,Male,Master,Self-employed,5707.38,1989.09,140128.08,No,0.0,0.0,0.0,352,2.05,0.3485119266633726,Poor
35,Male,Bachelor,Self-employed,3357.04,1155.65,354796.04,Yes,146550.32,2903.95,0.87,405,8.81,0.3442467173462336,Poor
59,Male,Master,Employed,7222.72,4749.29,827313.89,No,0.0,0.0,0.0,459,9.55,0.6575486797217669,Poor
34,Female,Other,Employed,4802.74,3145.83,314207.95,Yes,486272.06,4450.45,0.93,542,5.45,0.6550073499710583,Poor
68,Male,Bachelor,Student,2183.18,1689.99,23243.53,Yes,243425.86,2303.6,1.06,409,0.89,0.7740955853388177,Poor
60,Male,Master,Self-employed,4472.43,3691.69,459552.06,No,0.0,0.0,0.0,558,8.56,0.8254327066046869,Poor
52,Male,Master,Employed,4669.43,1669.84,314745.8,Yes,147110.19,3595.44,0.77,848,5.62,0.3576111002841888,Average
61,Male,High School,Unemployed,7324.87,4970.62,372707.63,Yes,64980.03,1120.3,0.15,452,4.24,0.6785949784774338,Poor
